budget,genres,id,keywords,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew
17000000,Horror/Thriller,79694,experiment/supernatural/paranormal/haunting/disappearance/fear/ghost,6.385234,StudioCanal/Dark Castle Entertainment/Warner Bros./Studio Babelsberg Motion Pictures,United States of America,2012-08-23,9627492,82.0,The Apparition,4.5,140,Ashley Greene/Sebastian Stan/Tom Felton/Julianna Guill/Luke Pasqualino/Rick Gomez/Anna Clark/Melissa Goldberg/Meena Serendib/Suzanne Ford/Tim Williams,Todd Lincoln 
16500000,Comedy/Drama/Family,4032,neighbor/child killed by animal/writing class/makeup artist/bee sting/camper/cosmetologist/tree climbing/death in childbirth/tuba/motor home/bee attack,20.935169000000002,Columbia Pictures/Imagine Entertainment,United States of America,1991-11-27,0,102.0,My Girl,7.0,428,Anna Chlumsky/Macaulay Culkin/Dan Aykroyd/Jamie Lee Curtis/Richard Masur/Griffin Dunne/Peter Michael Goetz/Lara Steinick/Anny Nelsen,Howard Zieff
16800000,Drama/Mystery/Romance,18615,photographer/biography/hair/werewolf/hypertrichosis/freak,4.358255000000001,River Road Entertainment/Edward R. Pressman Film/Iron Film,United States of America,2006-08-30,2281089,122.0,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Nicole Kidman/Robert Downey Jr./Ty Burrell/Harris Yulin/Jane Alexander/Emmy Clarke/Genevieve McCarthy/Boris McGiver/Marceline Hugot/Mary Duffy/Emily Bergl/Gwendolyn Bucci/Christina Rouner/Matt Servitto/Lynn-Marie Stetson,Steven Shainberg
15000000,Crime/Drama,10673,power/fraud/broker/wall street/finances/lawyer/union/millionaire/stock broker,24.898687,Twentieth Century Fox Film Corporation,United States of America,1987-12-10,43848069,126.0,Wall Street,7.0,546,Charlie Sheen/Michael Douglas/Martin Sheen/Daryl Hannah/John C. McGinley/Hal Holbrook/Sean Young/Terence Stamp/James Spader/Chuck Pfeiffer/Lauren Tom/Tamara Tunie/Franklin Cover/James Karen/Saul Rubinek/Leslie Lyles/Faith Geer/Frank Adonis/John Capodice/Suzen Murakoshi/Dani Klein/Francois Giroday/Paul Guilfoyle/Monique van Vooren/Sylvia Miles/Annie McEnroe/Josh Mostel/Ann Talman/Lisa Zebro/Rocco Ancarola/Martin Sherman/Derek Keir/Andrea Thompson/George Blumenthal/George Vlachos/Liliane Montevecchi/Ronald von Klaussen/Michael O'Donoghue/Pirie MacDonald/Thomas Anderson/Cecilia Peck/Jack Pruett/Ronald Yamamoto/Yanni Sfinias/Grant Shaud/Carol Schneider/Sean Stone/Astrid De Richemonte/Adelle Lutz/Christopher Burge/Richard Feigen/James Rosenquist/John Galateo/Richard Dysart/Marlena Bielinska/William G. Knight/Jean De Baer/Bruce Daniel Diker/Jeff Beck/Diego Del Vayo/Millie Perkins/Pat Skipper/John Deyle/Michael A. Raymond/Eugene Dumaresq/Lefty Lewis/Mike Rutigliano/Heather Evans/Ken Lipper/Donnie Kehr/Elise Richmond/David Logan/Paul Kawecki/Dickson Shaw/Patrick Weathers/Jill Dalton/Allan Salkin/Oliver Stone/Michael C. Mahon/Jeff Rector/Pamela Riley/Jon Wool/James Bulleit/Alexandra Neil/Sam Ingraffia/Anna Levine/Byron Utley/J. Adam Glover/David Hummel/Erville Light/Kevin Michael Moran/Chris Nelson Norris/Bill Phillips/Helen Proimos/Ron Turek,Oliver Stone
16500000,Drama/Romance,4584,bowling/based on novel/servant/country life/jane austen/inheritance/military officer/period drama/rainstorm/horse and carriage/decorum,20.898711,Columbia Pictures Corporation/Mirage Enterprises,United Kingdom/United States of America,1995-12-13,135000000,136.0,Sense and Sensibility,7.2,352,Kate Winslet/Emma Thompson/Hugh Grant/Tom Wilkinson/Alan Rickman/Imogen Stubbs/Greg Wise/Hugh Laurie/Imelda Staunton/Robert Hardy/Oliver Ford Davies/James Fleet/Harriet Walter/Gemma Jones/Emilie François/Elizabeth Spriggs/Richard Lumsden,Ang Lee
16500000,Drama/Romance,2977,england/judge/irland/new love/empowerment/country life/future/letter/law/lovers/creativity/sister/author/family,18.236284,Ecosse Films/2 Entertain/Bueprint Pictures,United Kingdom/United States of America,2007-03-02,37311672,120.0,Becoming Jane,6.9,317,Anne Hathaway/James McAvoy/Julie Walters/James Cromwell/Maggie Smith/Joe Anderson/Lucy Cohu/Laurence Fox/Ian Richardson/Anna Maxwell Martin/Leo Bill/Jessica Ashworth/Michael James Ford/Tom Vaughan-Lawlor/Chris McHallem/Helen McCrory/Michael Patric/Elaine Murphy,Julian Jarrold
16500000,Comedy,10760,college/romance/sorority/student/snow white/young adult/modern fairy tale,10.74648,Morgan Creek Productions/Clifford Werber Productions/SW7D Productions,United States of America,2007-09-21,13620075,108.0,Sydney White,6.0,236,Amanda Bynes/Sara Paxton/Matt Long/Jeremy Howard/Danny Strong/Jack Carpenter/Crystal Hunt/Adam Hendershott/Samm Levine/John Schneider/Arnie Pantoja/Lauren Leech/Libby Mintz/Donté Bonner/Brian Patrick Clarke/Cree Ivey/Kierstin Koppel/Lisandra Vazquez/Chris Carberg/Ashley Eckstein/Nadine Avola/Cynthia Murell,Joe Nussbaum
16500000,Drama,11093,san francisco/immigrant/house/intimidation/iranian,12.102725,DreamWorks SKG/Cobalt Media Group/Bisgrove Entertainment,United States of America,2003-12-19,16942795,126.0,House of Sand and Fog,7.0,199,Jennifer Connelly/Ben Kingsley/Ron Eldard/Frances Fisher/Kim Dickens/Shohreh Aghdashloo/Jonathan Ahdout/Navi Rawat/Kia Jam,Vadim Perelman
16400000,Drama,207,individual/philosophy/poetry/shakespeare/professor/literature/friendship/filmes focados em um professor,55.458583999999995,Touchstone Pictures/Silver Screen Partners IV,United States of America,1989-06-02,235860116,129.0,Dead Poets Society,8.1,2705,Robin Williams/Ethan Hawke/Robert Sean Leonard/Gale Hansen/Josh Charles/Dylan Kussman/Allelon Ruggiero/James Waterston/Norman Lloyd/Kurtwood Smith/Carla Belver/Leon Pownall/George Martin/Alexandra Powers/Lara Flynn Boyle,Peter Weir
16000000,Comedy,8467,gas station/motel/utah/stupidity/pill/prank/cigar smoking/violence/criminal/fired from the job/clumsiness/stepmother stepdaughter relationship/sitting on a toilet/aspen colorado/parakeet/defecation/scooter/hotel suite/endangered species/foolish/laxative,35.777066999999995,New Line Cinema/Motion Picture Corporation of America (MPCA),United States of America,1994-12-16,247275374,107.0,Dumb and Dumber,6.5,1859,Jim Carrey/Jeff Daniels/Lauren Holly/Teri Garr/Mike Starr/Karen Duffy/Charles Rocket/Victoria Rowell/Brady Bluhm/Cam Neely/Rob Moran/Joe Baker/Hank Brandt/Felton Perry/Brad Lockerman/Kathryn Frick/Zen Gesner/Lawrence Kopp/Clint Allen/Connie Sawyer/Lin Shaye/Mike Watkis/Harland Williams/Diane Kinerk/Lisa Stothard/Sean Gildea/Charles Rahi Chun/Helen Boll/Fred Stoller/Hillary Matthews/Karen Ingram/Jesse Borja/Vene L. Arcoraci/Anna Anka/Samantha Carpel/Elaine Wood/Bruce Bowns/Denise Vienne/Nancy Farrelly/Catalina Izasa/Samatha Pearson/Ken Duvall/Cecile Krevoy/George Bedard/Bill Beauchene/Gary Sivertsen/John Stroehman/Terry Mullany/Brad Blank/Mark Miosky/Mike Cavallo/Tom Leasca/Kevin Sheehan/Kenny Griswold/Brian Mone/Brad Norton/Chris Spain/Paul Pelletier/Mark Levine/Billy Smith/Mark Charpentier/James 'Sporty' Ahern/Jim Blake/Traci Adell/Anita Rice/Pam Nielson/Nancy Barker/Brad Lowder/Doug Caputo/James Horrocks/Clemens E. Franek/Marty Fresca/Valentina/Kirsten Maryott/Bryan Moss/Craig Patterson/Irene Santiago/Craig Patterson/Josh Shipley/John Yost,Bobby Farrelly
16000000,Comedy/Romance/Drama,639,new york/wife husband relationship/restaurant/platonic love/orgasm/friendship/male female relationship,18.430419,Castle Rock Entertainment/Nelson Entertainment,United States of America,1989-07-21,92823546,96.0,When Harry Met Sally...,7.3,950,Meg Ryan/Billy Crystal/Carrie Fisher/Bruno Kirby/Steven Ford/Lisa Jane Persky/Michelle Nicastro/Gretchen Palmer/Robert Alan Beuth/Harley Jane Kozak/Kevin Rooney/Franc Luz/Connie Sawyer/David Burdick/Joe Viviani/Joseph Hunt,Rob Reiner
16000000,Drama,24226,boston/court/malpractice/alcoholic/courtroom/defense attorney,7.980632000000001,Twentieth Century Fox Film Corporation,United States of America,1982-12-08,53977250,129.0,The Verdict,7.4,131,Paul Newman/Charlotte Rampling/Jack Warden/James Mason/Milo O'Shea/Lindsay Crouse/Edward Binns/Julie Bovasso/Roxanne Hart/James Handy/Wesley Addy/Joe Seneca/Lewis J. Stadlen/Kent Broadhurst/Colin Stinton/Bruce Willis/Tobin Bell,Sidney Lumet
16000000,Comedy/Adventure,9285,female nudity/sex/sexism/sperm bank/erection/blonde/road trip/sorority/politically incorrect/pot smoking/teen movie/teen sex comedy/cross country/political/stoner/sperm donor/school bus/losing money/male virgin/horniness/dorm room/sex tape/young adult,14.759948000000001,DreamWorks SKG/The Montecito Picture Company,United States of America,2000-05-19,119754278,93.0,Road Trip,5.9,542,Breckin Meyer/Seann William Scott/Amy Smart/Paulo Costanzo/DJ Qualls/Tom Green/Rachel Blanchard/Marla Sucharetza/Anthony Rapp/Andy Dick/Fred Ward/Ethan Suplee/Horatio Sanz/Rhoda Griffis/Jessica Cauffiel/Patricia Gaul/Mary Lynn Rajskub,Todd Phillips
0,Comedy/Drama/Romance,14709,american football/small town/texas/cheerleader/sport/party/high school sports/police car/american football star/the big game,9.229999000000001,Paramount Pictures/MTV Films,United States of America,1999-01-15,0,106.0,Varsity Blues,6.0,122,James Van Der Beek/Amy Smart/Jon Voight/Paul Walker/Ron Lester/Scott Caan/Ali Larter/Richard Lineback/Thomas F. Duffy/Joe Pichler/Brady Coleman/Eliel Swinton/Tonie Perensky/Jesse Plemons,Brian Robbins
15000000,Drama/Comedy/Romance,74643,film producer/film history/movie studio/hollywood/dog/mustache/hollywoodland/silent film/marquee/terrier/movie star/flapper/silent film star,29.943315999999996,France 3 Cinéma/La Petite Reine/Studio 37/uFilm/Jouror Productions/La Classe Américaine/JD Prod,Belgium/France,2011-05-15,133432856,100.0,The Artist,7.3,1049,Jean Dujardin/Bérénice Bejo/John Goodman/James Cromwell/Penelope Ann Miller/Malcolm McDowell/Missi Pyle/Beth Grant/Ed Lauter/Joel Murray/Ken Davitian/Bitsie Tulloch/Basil Hoffman/Bill Fagerbakke/Nina Siemaszko/Stephen Mendillo/Dash Pomerantz/Beau Nelson/Alex Holliday/Wiley M. Pickett/Ben Kurland/Katie Nisa/Katie Wallack/Hal Landon Jr./Sarah Karges/Sarah Scott/Ezra Buzzington/Stuart Pankin/Andy Milder/Bob Glouberman/David Allen Cluck/Annie O'Donnell/Patrick Mapel/Tim DeZarn/Matthew Albrecht/Harvey J. Alperin/Lily Knight/Clement Blake/Cleto Augusto/Matt Skollar/Adria Tennor/Tasso Feldman/Christopher Ashe/Cletus Young/J. Mark Donaldson/Brian J. Williams/Jen Lilley/Brian Chenoweth/Robert Amico/Bill Blair/Amanda Chism/Calvin Dean/Mohamed Dione/Jennifer Ingrum/Actor Sergio Kato/Kevin Ketcham/Carmen Kirby/Michael Laren/Sonya Macari/Josh Margulies/Rene Napoli/Frank Scozzari/Jewel Shepard/John H. Tobin/Josh Woodle/Vincent De Paul/Josephine Ganner/Jillana Laufer/Julie Minasian,Michel Hazanavicius
16000000,Horror/Thriller/Mystery,13788,,15.788784,Rogue Pictures/Phantom Four/Platinum Dunes/Relativity Media,United States of America,2009-01-09,76514050,87.0,The Unborn,4.8,365,Odette Annable/Gary Oldman/Meagan Good/Cam Gigandet/Idris Elba/Ethan Cutkosky/Jane Alexander/Atticus Shaffer/James Remar/Carla Gugino/C.S. Lee/Rhys Coiro/Michael Sassone,David S. Goyer
16000000,Comedy/Drama/Romance,83666,new england/first love/eye patch/search party/devastation/pen pal/handkerchief/child smoking/small town sheriff/the color red/the color blue/boy scouts/sand dancing/meet cute/boy scouts leader/pipe smoking/duringcreditsstinger,41.083914,Scott Rudin Productions/Indian Paintbrush/Focus Features/American Empirical Pictures/Moonrise,United States of America,2012-05-16,68263166,94.0,Moonrise Kingdom,7.6,1662,Bruce Willis/Edward Norton/Jared Gilman/Kara Hayward/Bill Murray/Frances McDormand/Bob Balaban/Tilda Swinton/Harvey Keitel/Lucas Hedges/Jason Schwartzman/Charlie Kilgore/Chandler Frantz/Gabriel Rush/Seamus Davey-Fitzpatrick,Wes Anderson
16000000,Horror,10781,mass murder/planned murder/chain saw/sadism/knife/psychopath/prequel/murder/gore/serial killer/blood/leatherface/slaughterhouse/slasher/chainsaw/torture/cruelty/series of murders/violence/cannibal/severed foot/severed hand,21.380635,New Line Cinema/Next Entertainment/Platinum Dunes/Vortex/Henkel/Hooper/Texas Chainsaw Productions,United States of America,2006-10-06,0,91.0,The Texas Chainsaw Massacre: The Beginning,5.9,402,Jordana Brewster/Taylor Handley/Diora Baird/Matt Bomer/R. Lee Ermey/Lew Temple/Andrew Bryniarski/Tim DeZarn/Lee Tergesen/Cyia Batten/Terrence Evans/Marietta Marich,Jonathan Liebesman
18500000,Drama,318850,egypt/jesus christ/gospel/christian/journey/biblical,1.8845580000000002,Focus Features,United States of America,2016-03-10,6490401,120.0,The Young Messiah,6.4,30,Adam Greaves-Neal/Sara Lazzaro/Vincent Walsh/Sean Bean/Jonathan Bailey/Isabelle Adriani/Rory Keenan/Dorotea Mercuri/Jarreth J. Merz/Agni Scott/Paola Lavini/Paul Ireland/Matt Patresi/Lee Boardman/David Bradley/Christian McKay/Giselda Volodi,Cyrus Nowrasteh
0,Comedy/Family,13908,aftercreditsstinger/duringcreditsstinger,4.382761,Columbia Pictures/Revolution Studios/Happy Madison Productions,United States of America,2002-08-02,0,80.0,The Master of Disguise,3.7,78,Dana Carvey/Brent Spiner/Jennifer Esposito/Harold Gould/James Brolin/Austin Wolff/Edie McClurg/Maria Canals-Barrera/Robert Machray/Michael Bailey Smith/Rachel Lederman/Mark Devine/Kenan Thompson/Jay Johnston/Jessica Simpson/Jessica Lee Keller,Perry Andelin Blake
19000000,Fantasy/Drama/War,1417,spain/resistance/servant/anti hero/fairy/fairy tale/franco regime/army/princess/love/woods/king/hiding/labyrinth/mythological,90.80940799999999,Estudios Picasso/Esperanto Filmoj/Tequila Gang,Spain/United States of America/Mexico,2006-05-27,83258226,118.0,Pan's Labyrinth,7.6,3041,Ivana Baquero/Maribel Verdú/Sergi López/Doug Jones/Ariadna Gil/Alex Angulo/Roger Casamajor/Manolo Solo/César Vea/Ivan Massagué/Gonzalo Uriarte/Eusebio Lázaro/Francisco Vidal/Juanjo Cucalón/Lina Mira/Mario Zorrilla/Sebastián Haro/Mila Espiga/Pepa Pedroche/Lalá Gatóo/Ana Sáez/Chani Martín/Milo Taboada/Fernando Albizu/Pedro G. Marzo/José Luis Torrijo/Íñigo Garcés/Fernando Tielve/Federico Luppi/Chicho Campillo/Pablo Adán,Guillermo del Toro
0,Action/Comedy/Family,39180,dog,6.5790169999999994,Village Roadshow Pictures/NPV Entertainment/Robert Simonds Productions/Warner Bros./Spot Pictures,Australia/United States of America,2001-03-02,0,94.0,See Spot Run,4.8,44,Michael Clarke Duncan/David Arquette/Leslie Bibb/Joe Viterelli/Steve Schirripa/Anthony Anderson/Paul Sorvino/Kim Hawthorne/Angus T. Jones,John Whitesell
16000000,Crime/Drama/Romance,16161,single parent/intolerance/condom/bootlegger/fistfight/step father/womanizer/thief/domestic violence/gunfight/los angeles/physical abuse/ex-con/selfishness/passive aggression/fatherhood/convicted felon/south central l.a.,7.854989,Columbia Pictures/New Deal Productions,United States of America,2001-06-27,29381649,130.0,Baby Boy,7.4,55,Tyrese Gibson/Taraji P. Henson/Omar Gooding/Ving Rhames/Snoop Dogg/A.J. Johnson/Angell Conwell/Kareem J. Grimes/Tracey Cherelle Jones/Mo'Nique/John Singleton,John Singleton
16000000,Thriller/Drama/Horror,49950,jealousy/roommate/obsession/campus/love/murder/freshman/student/los angeles/medication/violence/boyfriend/design/resentment,11.807269,Vertigo Entertainment/Screen Gems,United States of America,2011-02-04,40492759,91.0,The Roommate,5.3,224,Minka Kelly/Leighton Meester/Cam Gigandet/Aly Michalka/Matt Lanter/Danneel Ackles/Kat Graham/Shirley Norris/Nick Bylsma/Lauren Alfano/Billy Zane/Nina Dobrev/Tomas Arana/Frances Fisher/Alex Meraz,Christian E. Christiansen
17700000,Mystery/Adventure/Comedy/Romance/Drama,10956,parents kids relationship/loss of parents/looking for  birth parents/meteorite/janitor/ /woman director,15.976335,Columbia Pictures/Happy Madison Productions,United States of America,2001-04-10,30987695,91.0,Joe Dirt,5.5,242,David Spade/Brittany Daniel/Dennis Miller/Adam Beach/Jaime Pressly/Fred Ward/Christopher Walken/Kid Rock/Erik Per Sullivan/Caroline Aaron/Megan Taylor Harvey/John Farley/Tyler Mane/Brian Thompson/Rosanna Arquette/Joe Don Baker/Kevin Nealon/Richard Riehle,Dennie Gordon
15000000,Thriller/Action/Crime/Drama,9594,loss of parents/karate/fighter/revenge/hong kong/twins/hoodlum,10.484642,Stone Group Pictures,United States of America,1991-08-10,30102717,110.0,Double Impact,5.3,215,Jean-Claude Van Damme/Geoffrey Lewis/Alonna Shaw/Cory Everson/Philip Chan Yan-Kin/Alan Scarfe/Bolo Yeung/Andy Armstrong/Julie Strain/Evan Lurie/Alicia Stevenson/Paul Aylett/Peter Malota,Sheldon Lettich
12000000,Crime/Action/Comedy,4638,village/arrest/police/partner/murder/conspiracy/gunfight/police force/cowboy costume/accident,38.623178,Universal Pictures/Big Talk Productions/StudioCanal/GAGA/Working Title Films,United Kingdom,2007-02-14,80573774,121.0,Hot Fuzz,7.4,2199,Simon Pegg/Nick Frost/Jim Broadbent/Paddy Considine/Rafe Spall/Kevin Eldon/Olivia Colman/Karl Johnson/Bill Bailey/Timothy Dalton/Edward Woodward/Billie Whitelaw/Eric Mason/Stuart Wilson/Paul Freeman/Rory McCann/Kenneth Cranham/Maria Charles/Peter Wight/Julia Deakin/Trevor Nichols/Elizabeth Elvin/Patricia Franklin/Lorraine Hilton/Tim Barlow/Anne Reid/Ben McKay/Adam Buxton/David Threlfall/Lucy Punch/David Bradley/Ron Cook/Stephen Merchant/Alice Lowe/Martin Freeman/Steve Coogan/Bill Nighy/Peter Jackson/Cate Blanchett/Garth Jennings/Edgar Wright/Robert Popper/Joe Cornish/Chris Waitt/Colin Michael Carmichael,Edgar Wright
16000000,Comedy/Drama/Romance,13972,beauty salon/divorce/woman director,8.8321,New Line Cinema,United States of America,2008-09-12,50007546,114.0,The Women,4.6,96,Cloris Leachman/India Ennenga/Annette Bening/Eva Mendes/Debra Messing/Jada Pinkett Smith/Bette Midler/Candice Bergen/Carrie Fisher/Debi Mazar/Meg Ryan,Diane English
15000000,Drama/Romance,5038,barcelona spain/menage a trois/author,32.758254,The Weinstein Company/Gravier Productions/Antena 3 Films/Televisió de Catalunya (TV3)/Antena 3 Televisión/Mediapro,United States of America/Spain,2008-08-15,96408652,96.0,Vicky Cristina Barcelona,6.7,1020,Scarlett Johansson/Rebecca Hall/Javier Bardem/Penélope Cruz/Christopher Evan Welch/Chris Messina/Patricia Clarkson/Kevin Dunn/Julio Perillán/Juan Queseda/Ricard Salom/Maurice Sonnenberg/Manel Barceló/Josep Maria Domènech/Emilio de Benito/Jaume Montané/Lloll Bertran/Joel Joan/Silvia Sabaté/Pablo Schreiber/Carrie Preston/Zak Orth/Abel Folk,Woody Allen
25000000,Action/Adventure/Drama/Romance,13491,tv movie,6.091033,Danmarks Radio (DR)/Telepool/AMC Pictures/TV4 Sweden/SF Norge/Molinare Studios/Yleisradio (YLE)/Svensk Filmindustri (SF)/Juonifilmi/TV2 Norge/Film i Väst/Soundchef Studios/Arion Communications Ltd./Dagsljus Filmequipment/Sheba Films/Sandline Production/Europa Film Sound Production,Sweden,2007-12-17,0,139.0,Arn: The Knight Templar,6.4,76,Joakim Nätterqvist/Sofia Helin/Stellan Skarsgård/Michael Nyqvist/Mirja Turestedt/Morgan Alling/Sven-Bertil Taube/Bibi Andersson/Gustaf Skarsgård/Simon Callow/Vincent Pérez/Thomas W. Gabrielsson/Julia Dufvenius/Jørgen Langhelle/Svante Martin/Lina Englund/Annika Hallin,Peter Flinth
16000000,Comedy/Drama/Romance,10571,soulmates/new love/platonic love/lovers/girlfriend/model student/friendship/motherly love/student movie/student/university/relationship,9.119797,Punch 21 Productions,United States of America,2000-06-16,20627372,94.0,Boys and Girls,5.4,103,Freddie Prinze Jr./Claire Forlani/Jason Biggs/Amanda Detmer/Alyson Hannigan/Brendon Ryan Barrett/Gay Thomas-Wilson/Raquel Beaudene/David Smigelski/Blake Shields/Sean Maysonet/John X/Tsianina Joelson/Kristofer Mickelson/Matt Carmody/Heather Donahue/Richard Hillman/Tim Griffin/Timi Prulhiere/Eric Rutherford/Matt Schulze/Monica Arnold/Angela Oh/Brian Poth/Mimi Rose/David Correia/Lisa Eichhorn/Lee Garlington/John Henry Redwood/Barbara Spiegel/Kylie Bax/Kristy Hinze/Ines Rivero/Renate Verbaan/Susan Kellermann/Timothy Anderson/Bryan Anthony/Sybil Azur/Albee Bautista/Dominic Carbone/Linda Cevallos/Tim Fournier/Leslie Geldbach/Marisa Gilliam/Tracie Hendricks/George Hubela/Carrie Ann Inaba/Rebecca Lin/Kimberly Lyon/Katie Miller/Diane Mizota/Chris Moss/Nancy O'Meara/Tracy Phillips/Kelleia Sheerin/Susie Shoemaker/Tim Stevenson/Jenna Stewart/Becca Sweitzer/Jessica Tarazona/Alysha Wheeler/Zachary Woodlee/Jason Yribar/James Cotner/M.G. Cross/Sabrina Culver/Mike DiGiacinto/Michael Eliopoulos/James Howell/Cal Nguyen/Dayna Price/Damon Williams/Evis Xheneti,Robert Iscove
0,Drama,10994,poison/prison/loss of family/loss of father/foster parents/women's prison/family relationships/bad mother/children's services,9.423866,Pandora Filmproduktion/John Wells Productions/Gaylord Films/Warner Bros./Oleandor Productions,Germany/United States of America,2002-10-11,0,109.0,White Oleander,7.2,108,Alison Lohman/Michelle Pfeiffer/Cole Hauser/Robin Wright/Amy Aquino/John Billingsley/Solomon Burke Jr./Taryn Manning/Melissa Marsala/James Lashly/Patrick Fugit/Billy Connolly/Renée Zellweger/Melissa McCarthy/Elisa Bocanegra/Sam Catlin/Debra Christofferson/Marc Donato/Svetlana Efremova/Scott Allan Campbell/Leila Kenzle/Cathy Ladman/Drinda Lalumia/Biff Yeager/Noah Wyle/James 'Kimo' Wills/Liz Stauber/Mark Soper/Samantha Shelton/Kali Rocha/Allison Munn/Brian Mulligan/Dallas McKinney/Roger McIntyre/Daniel Mandehr,Peter Kosminsky
16000000,Comedy/Horror,19994,bloodthirstiness/high school/sexual murder/horror/gore/slumber party/demon/succubus/candlelight vigil/duringcreditsstinger/woman director,32.257414000000004,Dune Entertainment/Fox Atomic,United States of America,2009-09-18,31556061,100.0,Jennifer's Body,5.3,837,Megan Fox/Amanda Seyfried/Johnny Simmons/Adam Brody/J.K. Simmons/Kyle Gallner/Amy Sedaris/Cynthia Stevenson/Carrie Genzel/Juan Riedinger/Chris Pratt/Juno Rinaldi/Aman Johal/Eve Harlow/Genevieve Buechner/Michael Bean/Candus Churchill/Diablo Cody/Lance Henriksen/Megan Charpentier,Karyn Kusama
16000000,Comedy/Crime/Mystery,25166,suspicion/suspect/investigation/remake/murder/death/accident/dysfunctional,3.021835,Code Entertainment/Neverland Films,United States of America,2000-03-03,15427192,96.0,Drowning Mona,5.4,43,Danny DeVito/Bette Midler/Neve Campbell/Jamie Lee Curtis/Casey Affleck/William Fichtner/Marcus Thomas/Peter Dobson/Kathleen Wilhoite/Tracey Walter/Will Ferrell/Paul Ben-Victor/Paul Schulze/Mark Pellegrino/Raymond O'Connor/Melissa McCarthy/Philip Perlman,Nick Gomez
16000000,Comedy/Drama,30890,beach/taxi driver/world war ii/radio/coney island/independent film/working class/binoculars/cigarette girl/radio plays,7.612849000000001,Orion Pictures,United States of America,1987-01-30,0,90.0,Radio Days,7.0,127,Woody Allen/Mia Farrow/Jeff Daniels/Larry David/Todd Field/Seth Green/Michael Tucker/Julie Kavner/Danny Aiello/Tony Roberts/Wallace Shawn/Tito Puente/Dianne Wiest/Renée Lippin/Josh Mostel/Kitty Carlisle/Roberta Bennett/Sydney A. Blake/Gina DeAngeles/Danielle Ferland/Judith Malina/Joy Newman/Diane Keaton,Woody Allen
20000000,Drama/Romance,23169,new york/father son relationship/grieving/romantic drama/young adult/college student/21st century,36.764666,Summit Entertainment,United States of America,2010-03-12,0,113.0,Remember Me,6.9,948,Robert Pattinson/Emilie de Ravin/Pierce Brosnan/Lena Olin/Chris Cooper/Ruby Jerins/Martha Plimpton/Gregory Jbara/Tate Ellington/Kate Burton/Peyton List/Chris McKinney/Meghan Markle/Christopher Clawson/Emily Wickersham/Moisés Acevedo/Morgan Turner,Allen Coulter
0,Drama/Comedy/Romance,17403,woman director,3.199784,Golden Mean/Focus Features/Radar Pictures,United States of America,2003-07-18,0,99.0,How to Deal,5.7,42,Mandy Moore/Trent Ford/Allison Janney/Alexandra Holden/Dylan Baker/Nina Foch/Mary Catherine Garrison/Connie Ray/Mackenzie Astin/Charlotte Sullivan/Ray Kahnert/Andrew Gillies/John White/Laura Catalano,Clare Kilner
20000000,Comedy/Science Fiction,12120,alien/spoof/sneeze/levitation/message,9.455596,Weintraub Entertainment Group/The Catalina Production Group,United States of America,1988-12-09,13854000,108.0,My Stepmother is an Alien,5.3,131,Dan Aykroyd/Kim Basinger/Jon Lovitz/Alyson Hannigan/Seth Green/Harry Shearer/Juliette Lewis/Ann Prentiss/Tony Jay/Joseph Maher/Wesley Mann,Richard Benjamin
26000000,Drama,9800,gay/aids/homophobia/jurors/court/partner/hiv/lawyer/dying/discrimination/judiciary,44.301745000000004,TriStar Pictures/Clinica Estetico,United States of America,1993-12-22,206678440,125.0,Philadelphia,7.6,988,"Tom Hanks/Denzel Washington/Jason Robards/Mary Steenburgen/Antonio Banderas/Ron Vawter/Robert Ridgely/Charles Napier/Lisa Summerour/Obba Babatundé/Andre B. Blake/Robert W. Castle/Daniel Chapman/Roger Corman/Ann Dowd/David Drake/Karen Finley/Charles Glenn/Peter Jacobs/Paul Lazar/John Bedford Lloyd/Roberta Maxwell/Warren Miller/Harry Northup/Dan Olmstead/Joey Perillo/Lauren Roselli/Anna Deavere Smith/Lisa Talerico/Daniel von Bargen/Tracey Walter/Bradley Whitford/Chandra Wilson/Kathryn Witt/Joanne Woodward/Buzz Kilman/Mark Sorensen Jr./Jeffrey Williamson/Stephanie Roth Haberle/Bill Rowe/Ford Wheeler/Julius Erving/Adam LeFevre/Gary Goetzman/Kenneth Utt/Lawrence T. Wrentz/Charles Techman/Jim Roche/Tony Fitzpatrick/Gene Borkan/Q. Lazzarus/Lucas Platt/José Castillo/Roy Blount, Jr./Bob Bowersox/Quentin Crisp/Tom Detrik/Tony Devon/Tak Fujimoto/Jaime Gomez/Ana Leza",Jonathan Demme
